Poll_spec,Poll_order,Julian_day,Plant_spec,Freq,Ele_m,Lat,Lon,Period
Osmia bucephala,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia cordata,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia densa,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia densa,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia densa,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia grindeliae,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia grindeliae,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia grindeliae,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia grindeliae,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia grindeliae,Hymenoptera,195,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia grindeliae,Hymenoptera,195,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia juxta,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia juxta,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia juxta,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia juxta,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia juxta,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia juxta,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia proxima,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia proxima,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia proxima,Hymenoptera,195,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,195,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Osmia tristella,Hymenoptera,195,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Ancistrocerus spp.,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Anthophora bomboides,Hymenoptera,190,Monarda fistulosa,1,2036.106934,38.85478799,-104.924143,Present
Protophormia terraenovae,Diptera,190,Bistorta bistortoides,1,3943.441895,38.84399101,-105.034291,Present
Gargaphia sp.,Hemiptera,189,Geum rossii var. turbinatum,1,3934.840088,38.84435697,-105.034094,Present
Lasioglossum (Hemihalictus) sp.,Hymenoptera,189,Geum rossii var. turbinatum,1,3934.840088,38.84435697,-105.034094,Present
Andrena apacheorum,Hymenoptera,217,Campanula rotundifolia,1,2781.34668,38.92417498,-105.022244,Present
Andrena apacheorum,Hymenoptera,217,Solidago simplex var. simplex,1,2772.37598,38.888352,-104.9815,Present
Andrena apacheorum,Hymenoptera,195,Solidago missouriensis,1,2762.906006,38.888297,-104.980588,Present
Vanessa cardui,Lepidoptera,190,Silene acaulis,1,3921.927734,38.84488301,-105.033493,Present
Anthophora bomboides,Hymenoptera,173,Stanleya pinnata,1,1933.576904,38.87717203,-104.875465,Present
Vanessa cardui,Lepidoptera,183,Silene acaulis,1,3910.9519,38.845298,-105.03307,Present
Anthomyiidae spp.,Diptera,210,Geum rossii var. turbinatum,1,4139.851562,38.84050196,-105.039622,Present
Muscidae spp.,Diptera,183,Geum rossii var. turbinatum,1,3909.101807,38.84549397,-105.033061,Present
Anthophora bomboides,Hymenoptera,168,Opuntia polyacantha var. polyacantha,1,2025.022949,38.85599599,-104.932789,Present
Anthophora bomboides,Hymenoptera,157,Penstemon secundiflorus,1,2146.247803,38.85926502,-104.93327,Present
Iteaphila spp.,Diptera,189,Caltha chionophila,1,3891.298828,38.845974,-105.032319,Present
Andrena apacheorum,Hymenoptera,195,Geranium caespitosum,1,2754.40283,38.8883,-104.98036,Present
Andrena apacheorum,Hymenoptera,195,Geranium caespitosum,1,2719.114258,38.88876102,-104.978187,Present
Noctuidae spp.,Lepidoptera,176,Geum rossii var. turbinatum,1,3878.730469,38.846232,-105.032077,Present
Andrena apacheorum,Hymenoptera,203,Saxifraga bronchialis subsp. austromontana,1,2477.288086,38.89182704,-104.973309,Present
Anthophora bomboides,Hymenoptera,188,Penstemon virgatus,1,2344.738037,38.90684204,-104.979334,Present
Rhamphomyia spp.,Diptera,176,Geum rossii var. turbinatum,1,3847.00732,38.845559,-105.03111,Present
Euxoa spp.,Lepidoptera,176,Geum rossii var. turbinatum,1,3844.787842,38.845945,-105.03104,Present
Nysius sp.,Hemiptera,176,Potentilla pulcherrima,1,3861.893066,38.84683499,-105.031034,Present
Torymidae spp.,Hymenoptera,176,Potentilla pulcherrima,1,3861.893066,38.84683499,-105.031034,Present
Acmaeodera mixta,Coleoptera,200,Arnica fulgens,1,2074.084961,38.85846999,-104.93461,Present
Nysius sp.,Hemiptera,213,Hymenoxys grandiflora,1,3803.804199,38.84479903,-105.030229,Present
Polymerus sp.,Hemiptera,213,Erigeron grandiflorus,1,3796.353516,38.84485401,-105.02987,Present
Thyanta sp.,Hemiptera,213,Bistorta bistortoides,1,3796.353516,38.84485401,-105.02987,Present
Anthophora californica,Hymenoptera,203,Geranium caespitosum,1,2705.22998,38.88888801,-104.978206,Present
Acmaeodera mixta,Coleoptera,220,Helianthus rigidus,1,2086.174316,38.85902102,-104.934547,Present
Iteaphila spp.,Diptera,191,Geum rossii var. turbinatum,1,3770.824463,38.84495996,-105.028279,Present
Nysius sp.,Hemiptera,191,Hymenoxys grandiflora,2,3770.824463,38.84495996,-105.028279,Present
Chlamydatus sp.,Hemiptera,191,Hymenoxys grandiflora,1,3770.824463,38.84495996,-105.028279,Present
Torymidae spp.,Hymenoptera,191,Geum rossii var. turbinatum,1,3770.824463,38.84495996,-105.028279,Present
Colias meadii,Lepidoptera,190,Erigeron grandiflorus,1,3769.95313,38.844932,-105.02827,Present
Acmaeodera mixta,Coleoptera,220,Heliomeris multiflora var. multiflora,1,2145.705811,38.862713,-104.93432,Present
Lasioglossum (Lasioglossum) spp.,Hymenoptera,176,Hymenoxys grandiflora,1,3751.85132,38.844268,-105.0281,Present
Anthomyiidae spp.,Diptera,219,Bistorta bistortoides,1,4129.22754,38.8401,-105.03958,Present
Iteaphila spp.,Diptera,183,Geum rossii var. turbinatum,1,3769.536621,38.84517202,-105.027991,Present
Nysius sp.,Hemiptera,176,Hymenoxys grandiflora,3,3756.433594,38.84466299,-105.027962,Present
Coquillettia sp.,Hemiptera,176,Hymenoxys grandiflora,1,3756.433594,38.84466299,-105.027962,Present
Polymerus sp.,Hemiptera,176,Hymenoxys grandiflora,1,3756.433594,38.84466299,-105.027962,Present
Podalonia spp.,Hymenoptera,189,Hymenoxys grandiflora,1,3758.052979,38.844809,-105.027905,Present
Peleteria spp.,Diptera,190,Geum rossii var. turbinatum,1,3764.918213,38.84527001,-105.027882,Present
Chalcosyrphus spp.,Diptera,174,Sambucus racemosa,1,3140.962891,38.89141699,-105.067008,Present
Acmaeodera mixta,Coleoptera,182,Opuntia polyacantha,1,2205.418457,38.86135303,-104.934189,Present
Phasia sp.,Diptera,191,Erigeron pinnatisectus,1,3759.343506,38.84496499,-105.027853,Present
Nysius sp.,Hemiptera,191,Hymenoxys grandiflora,1,3759.343506,38.84496499,-105.027853,Present
Nysius sp.,Hemiptera,191,Hymenoxys grandiflora,1,3759.343506,38.84496499,-105.027853,Present
Nysius sp.,Hemiptera,191,Erigeron pinnatisectus,3,3759.343506,38.84496499,-105.027853,Present
Pentatomidae spp.,Hemiptera,191,Hymenoxys grandiflora,1,3759.343506,38.84496499,-105.027853,Present
Peleteria spp.,Diptera,183,Hymenoxys grandiflora,1,3761.889404,38.84488997,-105.02782,Present
Torymidae spp.,Hymenoptera,183,Hymenoxys grandiflora,1,3761.889404,38.84488997,-105.02782,Present
Iteaphila spp.,Diptera,176,Geum rossii var. turbinatum,1,3747.3479,38.84443098,-105.027817,Present
Coquillettia sp.,Hemiptera,191,Geum rossii var. turbinatum,1,3739.220215,38.84428396,-105.027695,Present
Anthophora montana,Hymenoptera,197,Cirsium scariosum/scopulorum,1,2810.575684,38.92165102,-105.025218,Present
Anthophora montana,Hymenoptera,203,Oreochrysum parryi,1,2768.274658,38.88837797,-104.981252,Present
Anthophora montana,Hymenoptera,164,Rubus deliciosus,1,2710.107422,38.88908397,-104.978219,Present
Hylaeus personatellus,Hymenoptera,183,Geum rossii var. turbinatum,1,3739.384277,38.84436401,-105.027646,Present
Andrena birtwelli,Hymenoptera,187,Potentilla hippiana,1,2816.69458,38.92177801,-105.025335,Present
Acmaeodera mixta,Coleoptera,210,Achillea millefolium,1,2057.368896,38.85784504,-104.934053,Present
Stictopleurus sp.,Hemiptera,176,Silene acaulis,1,3739.958252,38.84437499,-105.027624,Present
Formica neorufibarbis,Hymenoptera,176,Silene acaulis,1,3739.958252,38.84437499,-105.027624,Present
Anthophora montana,Hymenoptera,177,Penstemon virens,1,2698.85303,38.856028,-104.9601,Present
Acmaeodera mixta,Coleoptera,220,Helianthus rigidus,1,2048.935059,38.85773398,-104.93402,Present
Coquillettia sp.,Hemiptera,183,Silene acaulis,1,3732.846924,38.84427801,-105.027576,Present
Formica (rufa group) sp.,Hymenoptera,191,Erysimum capitatum,2,3732.950439,38.84423702,-105.027574,Present
Anthophora montana,Hymenoptera,168,Penstemon virens,1,2619.60718,38.856304,-104.95408,Present
Formica limata,Hymenoptera,182,Geum rossii var. turbinatum,1,3731.846436,38.84429804,-105.027484,Present
Nysius sp.,Hemiptera,191,Erysimum capitatum,1,3731.996094,38.84432704,-105.02748,Present
Andrena crataegi,Hymenoptera,168,Prunus virginiana var. melanocarpa,1,2653.41943,38.856408,-104.95736,Present
Vanessa cardui,Lepidoptera,191,Androsace chamaejasme subsp. carinata,1,3726.622559,38.84418698,-105.027476,Present
Lasioglossum spp.,Hymenoptera,183,Erysimum capitatum,1,3721.949219,38.84408204,-105.027418,Present
Anthophora montana,Hymenoptera,160,Asclepias asperula,1,2081.166504,38.85879898,-104.934964,Present
Formica neorufibarbis,Hymenoptera,176,Erysimum capitatum,3,3727.353516,38.84425504,-105.027345,Present
Peleteria spp.,Diptera,183,Hymenoxys grandiflora,1,3672.953857,38.84306104,-105.027343,Present
Anthophora montana,Hymenoptera,225,Mirabilis oxybaphoides,1,2118.086182,38.85977397,-104.934629,Present
Anthophora pueblo,Hymenoptera,166,Penstemon virens,1,2091.4729,38.85274096,-104.937517,Present
Formica (fusca group) spp.,Hymenoptera,204,Potentilla fruticosa,1,3728.471436,38.84429301,-105.027301,Present
Tachina spp.,Diptera,183,Hymenoxys grandiflora,1,3684.425049,38.843184,-105.027295,Present
Thricops spp.,Diptera,183,Potentilla fruticosa,1,3674.93018,38.843099,-105.02728,Present
Empididae spp.,Diptera,191,Potentilla pulcherrima,1,3670.315186,38.84310002,-105.027267,Present
Iteaphila spp.,Diptera,191,Potentilla pulcherrima,1,3670.315186,38.84310002,-105.027267,Present
Pontia protodice,Lepidoptera,191,Hymenoxys grandiflora,1,3670.315186,38.84310002,-105.027267,Present
Andrena crataegi,Hymenoptera,176,Prunus virginiana var. melanocarpa,1,2522.99707,38.85611904,-104.947597,Present
Iteaphila spp.,Diptera,176,Geum rossii var. turbinatum,2,3649.468262,38.84241404,-105.027146,Present
Tachinidae spp.,Diptera,189,Erigeron pinnatisectus,1,3677.500732,38.84313103,-105.027145,Present
Anthophora spp.,Hymenoptera,165,Penstemon virens,1,2818.108154,38.88896998,-104.983972,Present
Euxoa spp.,Lepidoptera,190,Geum rossii var. turbinatum,1,3710.603516,38.84435403,-105.027077,Present
Acmaeodera mixta,Coleoptera,205,Achillea millefolium,1,2053.083496,38.85780003,-104.93399,Present
Formica neorufibarbis,Hymenoptera,183,Silene acaulis,1,3677.247314,38.84321401,-105.02707,Present
Polygonia oreas,Lepidoptera,183,Hymenoxys grandiflora,1,3674.447266,38.84327503,-105.026991,Present
Anthepiscopus sp.,Diptera,183,Potentilla fruticosa,2,3665.685303,38.84306397,-105.026956,Present
Nysius sp.,Hemiptera,183,Potentilla fruticosa,1,3665.685303,38.84306397,-105.026956,Present
Coquillettia sp.,Hemiptera,183,Potentilla fruticosa,1,3665.685303,38.84306397,-105.026956,Present
Anthophora terminalis,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Anthophora terminalis,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Protophormia terraenovae,Diptera,204,Potentilla fruticosa,1,3712.429688,38.84443701,-105.026903,Present
Anthophora terminalis,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Anthophora terminalis,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Anthophora terminalis,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Anthophora terminalis,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Autographa californica,Lepidoptera,183,Mertensia lanceolata,1,3623.940186,38.842047,-105.026837,Present
Anthophora terminalis,Hymenoptera,192,Penstemon glaber,1,3932.99072,38.843936,-105.03448,Present
Podalonia spp.,Hymenoptera,189,Erigeron compositus,1,3665.715576,38.84312298,-105.026834,Present
Chalcosyrphus spp.,Diptera,165,Rubus deliciosus,1,2677.313232,38.90333204,-105.008589,Present
Protophormia terraenovae,Diptera,204,Zigadenus elegans,1,3615.795166,38.842249,-105.026785,Present
Osmia raritatis,Hymenoptera,204,Penstemon whippleanus,1,3615.795166,38.842249,-105.026785,Present
Acmaeodera mixta,Coleoptera,205,Achillea millefolium,1,2053.083496,38.85780003,-104.93399,Present
Muscidae spp.,Diptera,190,Bistorta bistortoides,1,3629.37964,38.842038,-105.02675,Present
Anthophora terminalis,Hymenoptera,190,Mertensia ciliata,1,3610.998047,38.84190802,-105.026319,Present
Anthophora terminalis,Hymenoptera,213,Gentianella acuta,1,3156.609619,38.85743902,-105.017531,Present
Anthophora terminalis,Hymenoptera,213,Gentianella acuta,1,3173.27515,38.857465,-105.01749,Present
Eulophidae spp.,Hymenoptera,190,Bistorta bistortoides,1,3629.37964,38.842038,-105.02675,Present
Vespula spp.,Hymenoptera,190,Bistorta bistortoides,1,3629.37964,38.842038,-105.02675,Present
Boloria chariclea,Lepidoptera,190,Bistorta bistortoides,1,3629.37964,38.842038,-105.02675,Present
Vanessa atalanta,Lepidoptera,190,Mertensia ciliata,1,3629.37964,38.842038,-105.02675,Present
Iteaphila spp.,Diptera,191,Geum rossii var. turbinatum,1,3681.47583,38.84355498,-105.026731,Present
Campopleginae spp.,Hymenoptera,183,Mertensia ciliata,1,3620.113037,38.84208798,-105.026722,Present
Anthomyiidae spp.,Diptera,210,Bistorta bistortoides,1,4091.790527,38.83867303,-105.038064,Present
Nysius sp.,Hemiptera,183,Mertensia ciliata,1,3621.724854,38.84200701,-105.026702,Present
Anthophora terminalis,Hymenoptera,213,Gentianella acuta,1,3158.2832,38.857467,-105.01738,Present
Anthophora terminalis,Hymenoptera,213,Gentianella acuta,1,3158.747314,38.85743299,-105.017319,Present
Anthophora terminalis,Hymenoptera,181,Penstemon glaber,1,2745.727051,38.90854097,-105.013753,Present
Anthophora terminalis,Hymenoptera,181,Penstemon glaber,1,2759.439209,38.90869201,-105.013458,Present
Anthophora terminalis,Hymenoptera,201,Phacelia hasta/heterophylla,1,2664.462402,38.89757602,-105.00892,Present
Polites draco,Lepidoptera,183,Mertensia ciliata,1,3621.724854,38.84200701,-105.026702,Present
Icaricia saepiolus,Lepidoptera,183,Mertensia ciliata,1,3621.724854,38.84200701,-105.026702,Present
Euxoa spp.,Lepidoptera,183,Mertensia ciliata,1,3621.724854,38.84200701,-105.026702,Present
Acmaeodera mixta,Coleoptera,200,Arnica fulgens,1,2047.8573,38.85737599,-104.933751,Present
Balclutha sp.,Hemiptera,176,Mertensia ciliata,1,3626.394043,38.842048,-105.026697,Present
Anthophora terminalis,Hymenoptera,202,Rosa acicularis subsp. sayi,1,2634.444824,38.897559,-105.003759,Present
Tachinidae spp.,Diptera,176,Mertensia ciliata,1,3623.650146,38.84211296,-105.026682,Present
Iteaphila spp.,Diptera,183,Polemonium pulcherrimum subsp. delicatum,1,3612.944824,38.84188204,-105.026662,Present
Iteaphila spp.,Diptera,183,Polemonium pulcherrimum subsp. delicatum,1,3612.944824,38.84188204,-105.026662,Present
Thricops spp.,Diptera,183,Polemonium pulcherrimum subsp. delicatum,1,3612.944824,38.84188204,-105.026662,Present
Anthophora terminalis,Hymenoptera,202,Chamaenerion angustifolium,1,2636.729248,38.89764098,-105.003624,Present
Hoplitis fulgida,Hymenoptera,183,Polemonium pulcherrimum subsp. delicatum,1,3612.944824,38.84188204,-105.026662,Present
Anthomyiidae spp.,Diptera,183,Geum rossii var. turbinatum,1,4033.531494,38.83896296,-105.036787,Present
Protophormia terraenovae,Diptera,189,Bistorta bistortoides,1,3632.056885,38.84214104,-105.026655,Present
Muscidae spp.,Diptera,189,Bistorta bistortoides,1,3632.056885,38.84214104,-105.026655,Present
Anthophora terminalis,Hymenoptera,202,Chamaenerion angustifolium,1,2636.729248,38.89764098,-105.003624,Present
Anthophora terminalis,Hymenoptera,202,Chamaenerion angustifolium,1,2636.729248,38.89764098,-105.003624,Present
Anthophora terminalis,Hymenoptera,202,Chamaenerion angustifolium,1,2636.729248,38.89764098,-105.003624,Present
Anthophora terminalis,Hymenoptera,196,Geranium richardsonii,1,2628.058838,38.89845402,-105.001415,Present
Chalcosyrphus spp.,Diptera,202,Chamaenerion angustifolium,1,2629.436523,38.90081897,-104.998606,Present
Phasia sp.,Diptera,191,Bistorta bistortoides,1,3659.838379,38.84308702,-105.026649,Present
Nysius sp.,Hemiptera,191,Rhodiola integrifolia,4,3659.838379,38.84308702,-105.026649,Present
Euxoa spp.,Lepidoptera,183,Mertensia lanceolata,1,3619.466309,38.84195597,-105.026644,Present
Iteaphila spp.,Diptera,176,Bistorta bistortoides,1,3661.027344,38.84309004,-105.026638,Present
Anthophora terminalis,Hymenoptera,201,Penstemon glaber,1,2628.844482,38.89863096,-105.00139,Present
Anthophora terminalis,Hymenoptera,201,Penstemon glaber,1,2628.844482,38.89863096,-105.00139,Present
Chalcosyrphus spp.,Diptera,187,Rosa acicularis subsp. sayi,1,2721.520752,38.90458597,-105.012926,Present
Anthophora terminalis,Hymenoptera,201,Geranium caespitosum,1,2628.871338,38.89887001,-104.999446,Present
Anthophora terminalis,Hymenoptera,191,Penstemon glaber,1,2713.46118,38.910903,-104.99913,Present
Anthophora terminalis,Hymenoptera,191,Penstemon glaber,1,2713.46118,38.910903,-104.99913,Present
Anthophora terminalis,Hymenoptera,191,Penstemon glaber,1,2713.46118,38.910903,-104.99913,Present
Macrosteles sp.,Hemiptera,176,Bistorta bistortoides,1,3620.091064,38.84197198,-105.026604,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,176,Bistorta bistortoides,1,3620.091064,38.84197198,-105.026604,Present
Nysius sp.,Hemiptera,191,Mertensia ciliata,1,3617.077148,38.842091,-105.026603,Present
